repo,sha,author,author_type,committer,date,message,html_url
cas,9655c4bccf4f40c3503336cd4a02f655e39cd3c3,wgs1862019,User,wgs1862019,2018-11-14T18:31:59Z,Partial ajax call,https://github.com/BCStudentSoftwareDevTeam/cas/commit/9655c4bccf4f40c3503336cd4a02f655e39cd3c3
cas,f53c59fc7b2709afa5453219db6af57a78ee6cac,nelsonkenny,User,nelsonkenny,2018-11-09T21:55:58Z,Created mysql database and a script to migrate data from old db to mysql db but it only works now for table without foreign keys and date time fields,https://github.com/BCStudentSoftwareDevTeam/cas/commit/f53c59fc7b2709afa5453219db6af57a78ee6cac
cas,12107e5e3cc88b502b87d589f9a082154862f709,awyoonis,,awyoonis,2018-11-08T20:46:43Z,fixed the issue that the third preference of rommRe to redirect properly,https://github.com/BCStudentSoftwareDevTeam/cas/commit/12107e5e3cc88b502b87d589f9a082154862f709
cas,3b927c9a9f253686e408c1b9c3940bb5c57e28ae,wgs1862019,User,wgs1862019,2018-11-07T20:47:46Z,Setting up ajax function for saveChanges,https://github.com/BCStudentSoftwareDevTeam/cas/commit/3b927c9a9f253686e408c1b9c3940bb5c57e28ae
cas,530e93b92476ee45964dffa84eff0864a22d5f38,wgs1862019,User,wgs1862019,2018-11-07T20:26:29Z,Audio acc and Physical acc pulling and prepopulating,https://github.com/BCStudentSoftwareDevTeam/cas/commit/530e93b92476ee45964dffa84eff0864a22d5f38
cas,5a2d09660f5ab6bf0247edabbf116cc393306ed7,wgs1862019,User,wgs1862019,2018-11-07T20:21:25Z,Added more aria tags and got visual Acc preloading,https://github.com/BCStudentSoftwareDevTeam/cas/commit/5a2d09660f5ab6bf0247edabbf116cc393306ed7
cas,c5e6d6b0cf9e1745319e21cb688ce33c55994730,awyoonis,,awyoonis,2018-11-06T19:53:07Z,fixed the enter and tab key to collapse the available rooms accordion and everything in each of the accordion.,https://github.com/BCStudentSoftwareDevTeam/cas/commit/c5e6d6b0cf9e1745319e21cb688ce33c55994730
cas,5581c7dfe7cc6bfd0d41262b7b887be4dc73fa58,Sher Sanginov,,Sher Sanginov,2018-11-05T22:36:43Z,wip,https://github.com/BCStudentSoftwareDevTeam/cas/commit/5581c7dfe7cc6bfd0d41262b7b887be4dc73fa58
cas,8c2791b6eac6f348fea111dd172cd19d22a8d1e6,wgs1862019,User,wgs1862019,2018-11-05T19:50:07Z,Added aria tags for education tech,https://github.com/BCStudentSoftwareDevTeam/cas/commit/8c2791b6eac6f348fea111dd172cd19d22a8d1e6
cas,d594a7a6c8a68e8e45442d3cf2a3fbaa05009d1d,wgs1862019,User,wgs1862019,2018-11-05T19:23:45Z,Added aria tags for bmgmt.html,https://github.com/BCStudentSoftwareDevTeam/cas/commit/d594a7a6c8a68e8e45442d3cf2a3fbaa05009d1d
cas,16bdcfc4bc5837f5fe1a03842d0158584a0b14e5,Sher Sanginov,,Sher Sanginov,2018-11-03T04:09:19Z,Crosslisted verification fully implemented,https://github.com/BCStudentSoftwareDevTeam/cas/commit/16bdcfc4bc5837f5fe1a03842d0158584a0b14e5
cas,a1b715aa965a6b14d35cd10acf1e5581ad7dccd5,Sher Sanginov,,Sher Sanginov,2018-11-02T21:15:38Z,view crosslisted courses functionality implemented; verification is 60% done,https://github.com/BCStudentSoftwareDevTeam/cas/commit/a1b715aa965a6b14d35cd10acf1e5581ad7dccd5
cas,8731026d845e141d354ead2e5c58a1f76c2f3be2,awyoonis,,awyoonis,2018-11-01T20:28:51Z,worked making the enter key to work with the roomsellution educationtech2,https://github.com/BCStudentSoftwareDevTeam/cas/commit/8731026d845e141d354ead2e5c58a1f76c2f3be2
cas,5acf1fae356109085570f6562e2937440646dddf,awyoonis,,awyoonis,2018-10-31T21:52:49Z, worked on to open modal pressing the enter key,https://github.com/BCStudentSoftwareDevTeam/cas/commit/5acf1fae356109085570f6562e2937440646dddf
cas,175ab4c1938ac52aba687f0f1d1289073ca52d6e,Sher Sanginov,,Sher Sanginov,2018-10-31T16:39:17Z,fixed Merge Conflict on create_course.html file,https://github.com/BCStudentSoftwareDevTeam/cas/commit/175ab4c1938ac52aba687f0f1d1289073ca52d6e
cas,16accd9ebe0233a16bde98b9705eb3d36b28d5ad,Sher Sanginov,,Sher Sanginov,2018-10-31T16:21:39Z,merge conflict fixed in createCourse.html file when pulling dev,https://github.com/BCStudentSoftwareDevTeam/cas/commit/16accd9ebe0233a16bde98b9705eb3d36b28d5ad
cas,f50e9810df68ce1649cab4450aec12b0aa9a9a35,Sher Sanginov,,Sher Sanginov,2018-10-31T16:16:40Z,fixed merge conflict development in create_db.py file,https://github.com/BCStudentSoftwareDevTeam/cas/commit/f50e9810df68ce1649cab4450aec12b0aa9a9a35
cas,2845cb972d56a24a039b7b9bcc91816b6762053c,Sher Sanginov,,Sher Sanginov,2018-10-31T16:04:31Z,fixed merge conflicts in course.py and createCourse.html,https://github.com/BCStudentSoftwareDevTeam/cas/commit/2845cb972d56a24a039b7b9bcc91816b6762053c
cas,bfc1bea948cca61026525a2f9ad680ffe0425023,awyoonis,,awyoonis,2018-10-30T20:01:18Z,fixed to access the accordion collapse by using the keyboard keys,https://github.com/BCStudentSoftwareDevTeam/cas/commit/bfc1bea948cca61026525a2f9ad680ffe0425023
cas,e09c6d2222049a1308dedcfe8969b5067aaa9b26,nelsonkenny,User,nelsonkenny,2018-10-29T20:15:36Z,Fixed database is locked issue by setting a flag to check if the algorithm is running,https://github.com/BCStudentSoftwareDevTeam/cas/commit/e09c6d2222049a1308dedcfe8969b5067aaa9b26
cas,51c651dde6f3334bca8838c7f7e079580bff88d7,nelsonkenny,User,nelsonkenny,2018-10-29T01:40:51Z,Trying to fix the problem with database connection,https://github.com/BCStudentSoftwareDevTeam/cas/commit/51c651dde6f3334bca8838c7f7e079580bff88d7
cas,8097c9f547144017851dc9bd945c4e69765095d5,wgs1862019,User,wgs1862019,2018-10-26T20:10:37Z,Started working on the populating the dropdwon for accessibility,https://github.com/BCStudentSoftwareDevTeam/cas/commit/8097c9f547144017851dc9bd945c4e69765095d5
cas,3430e0b9d3d1825027a5c7b0f5c9575421c46cfe,wgs1862019,User,wgs1862019,2018-10-24T18:46:38Z,Fixed js errors. Education tech was breaking it. Next: update create_db to show all Room attributes.,https://github.com/BCStudentSoftwareDevTeam/cas/commit/3430e0b9d3d1825027a5c7b0f5c9575421c46cfe
cas,daa201212a42e51f90ad6e153ad397b5e66bacc3,wgs1862019,User,wgs1862019,2018-10-24T18:26:00Z,Fixed merge conflicts with development and is now up to date. Will now work on js errors.,https://github.com/BCStudentSoftwareDevTeam/cas/commit/daa201212a42e51f90ad6e153ad397b5e66bacc3
cas,b8589e2fef5fae77c22db3c2856b1e4da35e1ff1,Sher Sanginov,,Sher Sanginov,2018-10-24T15:46:56Z,educationTech customized for roomResolution,https://github.com/BCStudentSoftwareDevTeam/cas/commit/b8589e2fef5fae77c22db3c2856b1e4da35e1ff1
cas,47b5237fd60faa4a19274b7b5be8607134f0eb8f,Sher Sanginov,,Sher Sanginov,2018-10-24T15:44:40Z,cleaned print statements,https://github.com/BCStudentSoftwareDevTeam/cas/commit/47b5237fd60faa4a19274b7b5be8607134f0eb8f
cas,05027a15a6167624340add174c1d10204e6a7499,Sher Sanginov,,Sher Sanginov,2018-10-24T15:42:28Z,tabindex=0 added on accordion for tabbing through content,https://github.com/BCStudentSoftwareDevTeam/cas/commit/05027a15a6167624340add174c1d10204e6a7499
cas,943af6f51b3e7c0ca47b3586bdb6cdd1c7b8cdab,nelsonkenny,User,nelsonkenny,2018-10-23T19:25:18Z,Changed System Management to Term Management everywhere; Started on implementing multithreading for algorithm,https://github.com/BCStudentSoftwareDevTeam/cas/commit/943af6f51b3e7c0ca47b3586bdb6cdd1c7b8cdab
cas,0657a1cf7aac567bf137eb2bb678d459582265b7,Sher Sanginov,,Sher Sanginov,2018-10-23T18:24:22Z,cleaned the code from comments,https://github.com/BCStudentSoftwareDevTeam/cas/commit/0657a1cf7aac567bf137eb2bb678d459582265b7
cas,9e652f5978a7c00eae1170bdd661de8ccb5b2333,Sher Sanginov,,Sher Sanginov,2018-10-23T18:19:04Z,education tech file fix,https://github.com/BCStudentSoftwareDevTeam/cas/commit/9e652f5978a7c00eae1170bdd661de8ccb5b2333
cas,cf6c8bf9ccf45abbbf6ff9bbf800d19e090365b5,Sher Sanginov,,Sher Sanginov,2018-10-22T21:25:54Z,unavailable courses feature implemented,https://github.com/BCStudentSoftwareDevTeam/cas/commit/cf6c8bf9ccf45abbbf6ff9bbf800d19e090365b5
cas,d581c92e74ba7092a0e59b4de17c0d56f1b36068,wgs1862019,User,wgs1862019,2018-10-22T18:43:48Z,Fixing merge conflicts with development,https://github.com/BCStudentSoftwareDevTeam/cas/commit/d581c92e74ba7092a0e59b4de17c0d56f1b36068
cas,1adc66035212904e1c23f686b53ef9cea2a63768,nelsonkenny,User,nelsonkenny,2018-10-22T15:57:16Z,Fixing merging conflicts with dev branch,https://github.com/BCStudentSoftwareDevTeam/cas/commit/1adc66035212904e1c23f686b53ef9cea2a63768
cas,405f8575712e53e01d689d4d3ae35f56b6201117,nelsonkenny,User,nelsonkenny,2018-10-19T20:06:53Z,started fixing collapsing issue,https://github.com/BCStudentSoftwareDevTeam/cas/commit/405f8575712e53e01d689d4d3ae35f56b6201117
cas,26045fcd122d99da50255baff35bca4855edf961,Sher Sanginov,,Sher Sanginov,2018-10-19T19:24:51Z,educationtech is clickable,https://github.com/BCStudentSoftwareDevTeam/cas/commit/26045fcd122d99da50255baff35bca4855edf961
cas,ecd4f2246aa5904e58bc368f1b425582f5e97622,nelsonkenny,User,nelsonkenny,2018-10-19T19:08:33Z,Add room information to excel file to be downloaded,https://github.com/BCStudentSoftwareDevTeam/cas/commit/ecd4f2246aa5904e58bc368f1b425582f5e97622
cas,c8f1a644e77f7bb9e91cacf29871edf8034839c9,Sher Sanginov,,Sher Sanginov,2018-10-19T18:37:20Z,Course Notes displayed in Room Resolution,https://github.com/BCStudentSoftwareDevTeam/cas/commit/c8f1a644e77f7bb9e91cacf29871edf8034839c9
cas,6b29e7bfd8ea11acc33aa5946750b7d9e6fa3fe7,nelsonkenny,User,nelsonkenny,2018-10-19T18:25:10Z,Merging with updated algorithm branch,https://github.com/BCStudentSoftwareDevTeam/cas/commit/6b29e7bfd8ea11acc33aa5946750b7d9e6fa3fe7
cas,6e7a45039c27a327f7c292ffed96909e729288f9,nelsonkenny,User,nelsonkenny,2018-10-19T18:15:27Z,Edit style of the panel to fit all state buttons,https://github.com/BCStudentSoftwareDevTeam/cas/commit/6e7a45039c27a327f7c292ffed96909e729288f9
cas,75075a62158857a0a2aa86d0505dfc328907169e,Sher Sanginov,,Sher Sanginov,2018-10-19T18:04:47Z,updated,https://github.com/BCStudentSoftwareDevTeam/cas/commit/75075a62158857a0a2aa86d0505dfc328907169e
cas,1e3c605f2b0fb1bcaebfcbcc9127992e25c80c38,Sher Sanginov,,Sher Sanginov,2018-10-19T15:16:32Z,select term for room resolution,https://github.com/BCStudentSoftwareDevTeam/cas/commit/1e3c605f2b0fb1bcaebfcbcc9127992e25c80c38
cas,c5b06a96042b1bcdb6913d830979854c5acbb675,Sher Sanginov,,Sher Sanginov,2018-10-19T15:11:51Z,redirect for room resolution term,https://github.com/BCStudentSoftwareDevTeam/cas/commit/c5b06a96042b1bcdb6913d830979854c5acbb675
cas,99604897aeaa28b791384ab9ec86a91c72541d36,Sher Sanginov,,Sher Sanginov,2018-10-18T20:07:58Z,educationTech file that wasn't merged,https://github.com/BCStudentSoftwareDevTeam/cas/commit/99604897aeaa28b791384ab9ec86a91c72541d36
cas,4c5755f8b8f076af52b03db70924006fe00ae587,Sher Sanginov,,Sher Sanginov,2018-10-18T19:21:23Z,old changes that were not merged,https://github.com/BCStudentSoftwareDevTeam/cas/commit/4c5755f8b8f076af52b03db70924006fe00ae587
cas,7c43bf81f1b4a7ba99dc1afbbb6cf3c1c0618d5a,Sher Sanginov,,Sher Sanginov,2018-10-18T19:19:53Z,new js room resol code that was not merged,https://github.com/BCStudentSoftwareDevTeam/cas/commit/7c43bf81f1b4a7ba99dc1afbbb6cf3c1c0618d5a
cas,d0d35b7989ca88a7b4788c65601fd9de1a38b083,Sher Sanginov,,Sher Sanginov,2018-10-18T19:17:11Z,change,https://github.com/BCStudentSoftwareDevTeam/cas/commit/d0d35b7989ca88a7b4788c65601fd9de1a38b083
cas,4e7f9723d0c8e85f760f0997642a8a60ea549355,Sher Sanginov,,Sher Sanginov,2018-10-18T18:49:33Z,fixes for merge,https://github.com/BCStudentSoftwareDevTeam/cas/commit/4e7f9723d0c8e85f760f0997642a8a60ea549355
cas,f0fc4bde5cb579db7bb53797b79201ef1fe5a4e1,Scott Heggen,,Scott Heggen,2018-10-17T17:08:39Z,Updated databaseAdmin.py to include new tables in flask-admin; excelMaker exports correct format for building codes; models updated to support flask-admin rendering foreign keys on new tables with __repr__,https://github.com/BCStudentSoftwareDevTeam/cas/commit/f0fc4bde5cb579db7bb53797b79201ef1fe5a4e1
cas,de71028dc29ee8385e784b8356ab7471c2978cd7,sheggen,User,sheggen,2018-10-16T20:25:37Z,Fixed fixRoomsToPrefs to remove the rid from courses after moving to a pref; added notes to room_assignment; fixed roomPreference merge conflicts that got pushed in... again,https://github.com/BCStudentSoftwareDevTeam/cas/commit/de71028dc29ee8385e784b8356ab7471c2978cd7
cas,890608eb427e6ab01eb331f453e0ccc8c130d0b6,sheggen,User,sheggen,2018-10-16T19:13:56Z,Merge branch 'Algorithm_2' of bitbucket.org:sheggen/cas-flask into development,https://github.com/BCStudentSoftwareDevTeam/cas/commit/890608eb427e6ab01eb331f453e0ccc8c130d0b6
cas,99eb8a97bc6d975c1de584e7f3eaef7e34c848e0,Scott Heggen,,Scott Heggen,2018-10-16T18:30:45Z,Fixing JS function calls in Available rooms UI,https://github.com/BCStudentSoftwareDevTeam/cas/commit/99eb8a97bc6d975c1de584e7f3eaef7e34c848e0
cas,a5a8f3564a67880e41cc4a01bc7ea04fe93fbb76,sheggen,User,sheggen,2018-10-16T01:34:32Z,Updating RoomResolution. I think I got all the right code in there now...,https://github.com/BCStudentSoftwareDevTeam/cas/commit/a5a8f3564a67880e41cc4a01bc7ea04fe93fbb76
cas,7c8ce0403e1aa47e7b8fb285dc80305df6f6a1ca,nelsonkenny,User,nelsonkenny,2018-10-15T21:33:25Z,Cleaned out the algorithm,https://github.com/BCStudentSoftwareDevTeam/cas/commit/7c8ce0403e1aa47e7b8fb285dc80305df6f6a1ca
cas,0cbfbec2554d43002f7c6af705e6bfe84c262bae,sheggen,User,sheggen,2018-10-15T21:32:48Z,Fixing merge conflicts,https://github.com/BCStudentSoftwareDevTeam/cas/commit/0cbfbec2554d43002f7c6af705e6bfe84c262bae
cas,70371d1067ed2cde7f5a2d57e775b0ca2f898a78,nelsonke,User,wgs1862019,2018-10-15T21:26:58Z,"Merged in algorithm (pull request #127)

Algorithm

Approved-by: Katelyn Adams <adamska@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/cas/commit/70371d1067ed2cde7f5a2d57e775b0ca2f898a78
cas,59614e86d0be67d60aae1438977084d2c8b2bbe5,wgs1862019,User,wgs1862019,2018-10-15T21:25:50Z,Fixing conflicts with removed code from edtech,https://github.com/BCStudentSoftwareDevTeam/cas/commit/59614e86d0be67d60aae1438977084d2c8b2bbe5
cas,7566cf90268d74df128a2fc9614a9ca5e5a31407,wgs1862019,User,wgs1862019,2018-10-15T21:00:28Z,Fixing merge conflicts between development and algorithm,https://github.com/BCStudentSoftwareDevTeam/cas/commit/7566cf90268d74df128a2fc9614a9ca5e5a31407
cas,0f5c242ea54edac126293ed93098d1c81cd9610b,wgs1862019,User,wgs1862019,2018-10-15T20:40:28Z,Merge branch 'algorithm' of https://bitbucket.org/sheggen/cas-flask into development,https://github.com/BCStudentSoftwareDevTeam/cas/commit/0f5c242ea54edac126293ed93098d1c81cd9610b
cas,c8378a95ca3dc31eec1243c668c2335e3a1066b8,nelsonkenny,User,nelsonkenny,2018-10-15T19:55:10Z,Made few changes to fix bad data in live data,https://github.com/BCStudentSoftwareDevTeam/cas/commit/c8378a95ca3dc31eec1243c668c2335e3a1066b8
cas,3f57031de406b2a5840addd628374ce4936a93d5,wgs1862019,User,wgs1862019,2018-10-15T18:12:31Z,Merge conflict fixing. Didnt catch some things. create_db).,https://github.com/BCStudentSoftwareDevTeam/cas/commit/3f57031de406b2a5840addd628374ce4936a93d5
cas,646db65b7c0c617c61dc074642b4d7f4378f273b,wgs1862019,User,wgs1862019,2018-10-15T18:03:07Z,"Merging development into our branch to prevent future merge conflicts. Fixed the merge conflicts in app/init, app/models, and create_db.",https://github.com/BCStudentSoftwareDevTeam/cas/commit/646db65b7c0c617c61dc074642b4d7f4378f273b
cas,50262ed4a51ca11493f1963e279815ca11b55069,Chauwaj,User,Chauwaj,2018-10-15T16:49:01Z,"Revert ""RoomResolution/iss258 (pull request #122)""

This reverts pull request #122.

> Room Resolution Features:
> 
> * Assign course to room: Save Changes Button
> * Assign course to conflicting room: Save and Go to Displayed Course",https://github.com/BCStudentSoftwareDevTeam/cas/commit/50262ed4a51ca11493f1963e279815ca11b55069
cas,c82e90f7a3638775f0843cd02f1dddf75b5128d3,sanginovs,User,Chauwaj,2018-10-15T16:44:30Z,"Merged in roomResolution/iss258 (pull request #122)

RoomResolution/iss258",https://github.com/BCStudentSoftwareDevTeam/cas/commit/c82e90f7a3638775f0843cd02f1dddf75b5128d3
cas,17bd51c77c3ea520dd95e6a7ab042ba0d71f58fc,Chauwaj,User,Chauwaj,2018-10-15T16:43:07Z,Fixed conflicts in edutech,https://github.com/BCStudentSoftwareDevTeam/cas/commit/17bd51c77c3ea520dd95e6a7ab042ba0d71f58fc
cas,f41e1dc1e08ff861b22c4b1928515c9fc9724fa6,phuyalb16,User,wgs1862019,2018-10-12T21:20:42Z,"Merged in usermgmt (pull request #117)

Usermgmt

Approved-by: Katelyn Adams <adamska@berea.edu>
Approved-by: Jonathan Chauwa <chauwaj@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/cas/commit/f41e1dc1e08ff861b22c4b1928515c9fc9724fa6
cas,7d601864e19f064e794e7f462605aba3fd4f61f6,Chauwaj,User,Chauwaj,2018-10-12T21:08:59Z,Fixing merge conflicts,https://github.com/BCStudentSoftwareDevTeam/cas/commit/7d601864e19f064e794e7f462605aba3fd4f61f6
cas,31373fdf0e1b0e40bd2be501c2e6162ff86a9446,nelsonke,User,Chauwaj,2018-10-12T21:03:54Z,"Approved-by: Katelyn Adams <adamska@berea.edu>
Approved-by: Jonathan Chauwa <chauwaj@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/cas/commit/31373fdf0e1b0e40bd2be501c2e6162ff86a9446
cas,b0f16abd9d8683f800ad5639948815dfb951394b,Chauwaj,User,wgs1862019,2018-10-12T20:59:42Z,"Merged in adminPanel (pull request #125)

AdminPanel

Approved-by: Jonathan Chauwa <chauwaj@berea.edu>
Approved-by: Katelyn Adams <adamska@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/cas/commit/b0f16abd9d8683f800ad5639948815dfb951394b
cas,7d12f823464278370c56ef575c4d0cd608839546,Chauwaj,User,Chauwaj,2018-10-12T20:44:03Z,Admin Panel Fixed,https://github.com/BCStudentSoftwareDevTeam/cas/commit/7d12f823464278370c56ef575c4d0cd608839546
cas,192bffe1e9c2ec19afcbcad3c27a35b4b175cd7b,Chauwaj,User,Chauwaj,2018-10-12T20:43:36Z,test,https://github.com/BCStudentSoftwareDevTeam/cas/commit/192bffe1e9c2ec19afcbcad3c27a35b4b175cd7b
cas,1f6d123816706e1dd8a9deb022452fd690abcc71,Chauwaj,User,Chauwaj,2018-10-12T20:30:29Z,Fixed Admin Panel,https://github.com/BCStudentSoftwareDevTeam/cas/commit/1f6d123816706e1dd8a9deb022452fd690abcc71
cas,d3c601b78d569c51db4d8e503e46cb819cb00e24,nelsonke,User,wgs1862019,2018-10-12T20:22:34Z,"Merged in iss277 (pull request #123)

Iss277 - Fixed Education Tech Display on Firefox

Approved-by: Katelyn Adams <adamska@berea.edu>
Approved-by: Jonathan Chauwa <chauwaj@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/cas/commit/d3c601b78d569c51db4d8e503e46cb819cb00e24
cas,a380bcccaf7770f67130608bd2a2e872393a873b,nelsonkenny,User,nelsonkenny,2018-10-12T20:22:22Z,excelMaker is being made to do room prefs. Not finished,https://github.com/BCStudentSoftwareDevTeam/cas/commit/a380bcccaf7770f67130608bd2a2e872393a873b
cas,e09aa537278bec7aeeba95bdf4663d4ff7ed65bd,Jamal Aw Yonis,,wgs1862019,2018-10-12T20:15:12Z,"Merged in jamal_basanta (pull request #120)

Jamal basanta

Approved-by: Katelyn Adams <adamska@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/cas/commit/e09aa537278bec7aeeba95bdf4663d4ff7ed65bd
cas,eb1f21eb06dd02c43ff0e0959bf57e0bb0ad801c,nelsonkenny,User,nelsonkenny,2018-10-12T19:46:03Z,Allow to the reassign button to run the room assignment algorithm,https://github.com/BCStudentSoftwareDevTeam/cas/commit/eb1f21eb06dd02c43ff0e0959bf57e0bb0ad801c
cas,054d2001727bdfb93a2abc9f5c47364d2c6b169f,nelsonkenny,User,nelsonkenny,2018-10-12T19:35:03Z,Combined SystemManagement with the algorithm so it can run  when the registrar clicks on assign rooms,https://github.com/BCStudentSoftwareDevTeam/cas/commit/054d2001727bdfb93a2abc9f5c47364d2c6b169f
cas,76019fd9cd63b2793c153f74621090eabf331593,nelsonkenny,User,nelsonkenny,2018-10-12T19:01:22Z,Fixing conflicts with algorithm branch,https://github.com/BCStudentSoftwareDevTeam/cas/commit/76019fd9cd63b2793c153f74621090eabf331593
cas,a1f3a6c12f10155bbedc0610f99bcaad26f07714,nelsonkenny,User,nelsonkenny,2018-10-12T18:43:18Z,Combined SystemManagement with RoomPreferences. Added constraints for course scheduling and room preferences based on the sspecific state of a term. To-Do: Integrate SystemManagement with the room assignment algorithm and RoomResolution,https://github.com/BCStudentSoftwareDevTeam/cas/commit/a1f3a6c12f10155bbedc0610f99bcaad26f07714
cas,af3cf26670ca48bd48d687e2fea6f915e01fa529,nelsonkenny,User,nelsonkenny,2018-10-12T17:23:04Z,Combining SystemManagement with jamal_basanta and testing with live data,https://github.com/BCStudentSoftwareDevTeam/cas/commit/af3cf26670ca48bd48d687e2fea6f915e01fa529
cas,fee11fdebd88e08126a9419610da8b570447d801,Sher Sanginov,,Sher Sanginov,2018-10-12T16:07:14Z,"New Bug Fixed: When user deletes a course, its instructor relationship is also deleted from InstructorCourse table",https://github.com/BCStudentSoftwareDevTeam/cas/commit/fee11fdebd88e08126a9419610da8b570447d801
cas,192af6f026449949cbf8ca81deb453447e040c02,nelsonkenny,User,nelsonkenny,2018-10-12T15:49:45Z,Merging with jamal_basanta,https://github.com/BCStudentSoftwareDevTeam/cas/commit/192af6f026449949cbf8ca81deb453447e040c02
cas,958f895eaaacc7becef9831e1348d2f648fb5a20,nelsonkenny,User,nelsonkenny,2018-10-12T15:40:45Z,Fixing merging conflicts,https://github.com/BCStudentSoftwareDevTeam/cas/commit/958f895eaaacc7becef9831e1348d2f648fb5a20
cas,95321453064658a5e8bcb738a6b1f1253a77da87,Sher Sanginov,,Sher Sanginov,2018-10-11T20:35:47Z,changed room capacity to 1,https://github.com/BCStudentSoftwareDevTeam/cas/commit/95321453064658a5e8bcb738a6b1f1253a77da87
cas,414671898c63bb70659c16c4b72cd7e144d92ba1,nelsonkenny,User,nelsonkenny,2018-10-11T18:41:55Z,Fixed issue with querying for days,https://github.com/BCStudentSoftwareDevTeam/cas/commit/414671898c63bb70659c16c4b72cd7e144d92ba1
cas,4b41cacc0a325a3f3aa4fdda6457c04e79206754,nelsonkenny,User,nelsonkenny,2018-10-11T17:04:52Z,Working on merging rooms and courses for download,https://github.com/BCStudentSoftwareDevTeam/cas/commit/4b41cacc0a325a3f3aa4fdda6457c04e79206754
cas,7a40312fec021fe0b749bfe215f72fecc902106f,wgs1862019,User,wgs1862019,2018-10-10T22:01:49Z,Added the ajax function for and the dictionary in thepy file,https://github.com/BCStudentSoftwareDevTeam/cas/commit/7a40312fec021fe0b749bfe215f72fecc902106f
cas,cc31221abb961ebcc5c99fd79f625ec2140572d7,Sher Sanginov,,Sher Sanginov,2018-10-10T14:45:06Z,Fixed bug related to courses.schedule==None and course.capacity==None,https://github.com/BCStudentSoftwareDevTeam/cas/commit/cc31221abb961ebcc5c99fd79f625ec2140572d7
cas,05147eaf1c7f4af91a120a687d72daa6380fd55f,Aleksandra Cvetanovska,,Aleksandra Cvetanovska,2018-10-10T13:33:41Z,added a function to set the correct priority and excluded 'ZZZ' schedule from the query,https://github.com/BCStudentSoftwareDevTeam/cas/commit/05147eaf1c7f4af91a120a687d72daa6380fd55f
cas,56898e640e3cb648858d0799331550bb0c939f2a,awyoonis,,awyoonis,2018-10-09T20:16:11Z,we updated schema courses preference table,https://github.com/BCStudentSoftwareDevTeam/cas/commit/56898e640e3cb648858d0799331550bb0c939f2a
cas,17c43cce7a1601bd23cfcfb235bbefd8cc4608ce,Aleksandra Cvetanovska,,Aleksandra Cvetanovska,2018-10-09T18:46:30Z,Had to redo the changes from Jamal's commit because they weren't showing. Changed some things in the model & worked on update_schema so we can check the algorithm with the prod db,https://github.com/BCStudentSoftwareDevTeam/cas/commit/17c43cce7a1601bd23cfcfb235bbefd8cc4608ce
cas,b6f7aebbfbaa6a6e26b5aea3b5fd7bb247325107,Aleksandra Cvetanovska,,Aleksandra Cvetanovska,2018-10-09T17:53:26Z,Fixing conflicts,https://github.com/BCStudentSoftwareDevTeam/cas/commit/b6f7aebbfbaa6a6e26b5aea3b5fd7bb247325107
cas,82fe7d3a3efba015ec28a9749ac844217135dae0,sheggen,User,sheggen,2018-10-09T17:05:04Z,fixing special times function to filter by term as well as show multiple special times besides just A1,https://github.com/BCStudentSoftwareDevTeam/cas/commit/82fe7d3a3efba015ec28a9749ac844217135dae0
cas,88335fde9e1856a866bcf413ffc5c3b832af1ac9,sheggen,User,sheggen,2018-10-09T12:53:47Z,Merge branch 'jamal_basanta' of bitbucket.org:sheggen/cas-flask into jamal_basanta,https://github.com/BCStudentSoftwareDevTeam/cas/commit/88335fde9e1856a866bcf413ffc5c3b832af1ac9
cas,6d5c1d242e724ab5c7eef05b9509f6d700453153,awyoonis,,awyoonis,2018-10-08T23:41:42Z,we fixed saving the right room id to each course,https://github.com/BCStudentSoftwareDevTeam/cas/commit/6d5c1d242e724ab5c7eef05b9509f6d700453153
cas,1f7e7beb1e64dfdeb947211da099b5c2a573c555,nelsonkenny,User,nelsonkenny,2018-10-08T21:12:59Z,Fixed the download course bug in the excel maker,https://github.com/BCStudentSoftwareDevTeam/cas/commit/1f7e7beb1e64dfdeb947211da099b5c2a573c555
cas,5e8d4119e2f591eb0930c32693931899213ebb0f,wgs1862019,User,wgs1862019,2018-10-08T20:38:40Z,"Got special eq and features loading in. movableFurniture is being pulled in as true, but is not being pre checked in the checkbox. Acc is not pulling to dropdown either.",https://github.com/BCStudentSoftwareDevTeam/cas/commit/5e8d4119e2f591eb0930c32693931899213ebb0f
cas,221ade25219f8c272d9d4c4628fb1790b10b3337,wgs1862019,User,wgs1862019,2018-10-08T20:10:45Z,"Got roomData pulling into panels,but not all of it. Need up update DB for a few entries and then move on to pulling education tech and the accessibilities (reading null in console)",https://github.com/BCStudentSoftwareDevTeam/cas/commit/221ade25219f8c272d9d4c4628fb1790b10b3337
